当前路径,文件名,扩展名,文件大小,SHA-256,Git最早出现时间,Git最后修改时间,推定游戏年度,推定季度,推定档案类型,推定状态,是否当前权威入口,是否被其他文件引用,是否存在完全重复文件,是否存在近似重复文件,建议未来路径,分类置信度,备注和冲突
大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md,崇祯九年至十一年三年十二季度总计划.md,.md,28424,647dcf905e17878cce8ef57f585833f9ecc926488c8aabcba1687da5cf61423c,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,御前密谈/思考过程,待执行计划,否,是（7）,否,是：大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年至十一年三年十二季度总计划.md,0.89,近似重复: 大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md；引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/季度目标/README.md,README.md,.md,851,23746a399176314a84da418f23beaaf27c6e746bea9eb044734e618bceaca7fc,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯2年,春,御前密谈/思考过程,待执行计划,否,是（4）,否,否,01_季度回合/崇祯2年/春/御前密谈原文/README.md,0.89,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/季度目标/崇祯9年冬诏书强制提醒——全国民心不得低于40.md,崇祯9年冬诏书强制提醒——全国民心不得低于40.md,.md,2508,57134609782580f9b827ab725bdeb1d86d2ce1bb7329f0ae10975b7434e86488,2026-07-31T00:23:10-07:00,2026-07-31T00:23:10-07:00,崇祯9年,冬,御前密谈/思考过程,待执行计划,否,否,否,否,01_季度回合/崇祯9年/冬/御前密谈原文/崇祯9年冬诏书强制提醒——全国民心不得低于40.md,0.89,
大明档案/季度目标/崇祯九年春诏书目标折损与季度验收Scale-v2.md,崇祯九年春诏书目标折损与季度验收Scale-v2.md,.md,16334,89e46a6acaa63a2a93facd83e61ab7db1c62d2d495dd7b899cbdea7e2ea1c8b0,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,御前密谈/思考过程,待执行计划,否,是（6）,否,否,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年春诏书目标折损与季度验收Scale-v2.md,0.89,引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/季度目标/崇祯二年春季度目标与十六季危机倒计时.md,崇祯二年春季度目标与十六季危机倒计时.md,.md,11782,cc3de004ded84116e9b19f1243cdafa1a8388bdbfda3089c34f8914b340f68b2,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,春,御前密谈/思考过程,待执行计划,否,是（3）,否,否,01_季度回合/崇祯2年/春/御前密谈原文/崇祯二年春季度目标与十六季危机倒计时.md,0.89,引用示例: 大明档案/季度目标/README.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md | 大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md
大明档案/密谈记录/崇祯7年春密谈总口径.md,崇祯7年春密谈总口径.md,.md,80773,6a0520b333cb730b8d3afdc9f54639cab9797fada5a6b67db0c91373a8e2f775,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,春,御前密谈/思考过程,历史状态,否,否,否,否,01_季度回合/崇祯7年/春/御前密谈原文/崇祯7年春密谈总口径.md,0.94,
大明档案/密谈记录/崇祯9年冬前户部清理季度杂支密谈.md,崇祯9年冬前户部清理季度杂支密谈.md,.md,9548,217b05501d386a0f3a81fe6f9a4bbbfa93b3c4b6ea92051d2bdc0c68b2bb473d,2026-07-31T00:15:32-07:00,2026-07-31T00:18:15-07:00,崇祯9年,冬,御前密谈/思考过程,历史状态,否,是（1）,否,否,01_季度回合/崇祯9年/冬/御前密谈原文/崇祯9年冬前户部清理季度杂支密谈.md,0.94,引用示例: data/strategy/崇祯9年冬财政杂支与全国民心拟诏约束.json
大明档案/密谈记录/崇祯9年秋三层军制改革密谈——兵部边军孙承宗卢象升.md,崇祯9年秋三层军制改革密谈——兵部边军孙承宗卢象升.md,.md,12466,c433b0b2a1ab6e1ed0a9d9b9818c7cc4aded195ff9c6b75c87b5bf4ef56044f5,2026-07-30T22:45:00-07:00,2026-07-30T22:45:00-07:00,崇祯9年,秋,御前密谈/思考过程,历史状态,否,否,否,否,01_季度回合/崇祯9年/秋/御前密谈原文/崇祯9年秋三层军制改革密谈——兵部边军孙承宗卢象升.md,0.94,
大明档案/密谈记录/崇祯九年秋御前整饬兼差密谈话术.md,崇祯九年秋御前整饬兼差密谈话术.md,.md,4611,43fe9d44d6d80d5dff4884b822eb254be13c3c84cf101a8c85829d3544bc2b5f,2026-07-31T00:21:33-07:00,2026-07-31T00:21:33-07:00,崇祯9年,秋,御前密谈/思考过程,草案,否,否,否,否,01_季度回合/崇祯9年/秋/御前密谈原文/崇祯九年秋御前整饬兼差密谈话术.md,0.94,
大明档案/密谈记录/崇祯九年陕西决战与防后金突击密谈话术.md,崇祯九年陕西决战与防后金突击密谈话术.md,.md,14085,971172f335fa8e193043f48059d7c6870182037f1d854a918b02c3d99694d905,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,御前密谈/思考过程,草案,否,是（3）,否,否,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年陕西决战与防后金突击密谈话术.md,0.94,引用示例: data/game_state.json | uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯五年冬六臣密谈话术.md,崇祯五年冬六臣密谈话术.md,.md,12716,3a85023c9e5f9a4d5ec51d109844f8576dbb7e7a742d4e45574c862747269356,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,冬,御前密谈/思考过程,草案,否,是（4）,否,否,01_季度回合/崇祯5年/冬/御前密谈原文/崇祯五年冬六臣密谈话术.md,0.94,引用示例: data/strategy.json | uploads/index.json | 大明档案/国策路线/国策路线.md
大明档案/密谈记录/崇祯五年秋内政边防防疫密谈纪要.md,崇祯五年秋内政边防防疫密谈纪要.md,.md,6189,bb44f3760d3dc047dbd8f13cb73c27168c090863c791acc043a9e015299afd7c,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,秋,御前密谈/思考过程,历史状态,否,是（2）,否,否,01_季度回合/崇祯5年/秋/御前密谈原文/崇祯五年秋内政边防防疫密谈纪要.md,0.94,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯六年秋六辅密谈话术.md,崇祯六年秋六辅密谈话术.md,.md,36780,4bfafd24b31b9eeeee8ab86b01c37a947172cd0d8b36c1218cc522239fb6c2b9,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,秋,御前密谈/思考过程,草案,否,是（1）,否,否,01_季度回合/崇祯6年/秋/御前密谈原文/崇祯六年秋六辅密谈话术.md,0.94,引用示例: 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯四年冬六派安抚与辽西坚壁清野密谈话术.md,崇祯四年冬六派安抚与辽西坚壁清野密谈话术.md,.md,41164,e000fc1e196d4d8622485fba7834b6cf951191cadfb2e5c9f41dba605bac850a,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,冬,御前密谈/思考过程,草案,否,是（2）,否,否,01_季度回合/崇祯4年/冬/御前密谈原文/崇祯四年冬六派安抚与辽西坚壁清野密谈话术.md,0.94,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯四年夏六臣密谈话术与三成上考规则.md,崇祯四年夏六臣密谈话术与三成上考规则.md,.md,26622,02edcadf011b29c5750ff308049abce06a5775d97f16fa343cd7398e9c5251b5,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,夏,御前密谈/思考过程,草案,否,是（2）,否,否,01_季度回合/崇祯4年/夏/御前密谈原文/崇祯四年夏六臣密谈话术与三成上考规则.md,0.94,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/密谈记录/崇祯四年廷议.md,崇祯四年廷议.md,.md,15284,3faa723356128fc10fced50e0e90d66f097b86e93ff59e39758a51bbb862931d,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,,御前密谈/思考过程,历史状态,否,否,否,否,99_待整理/大明档案/密谈记录/崇祯四年廷议.md,0.94,
大明档案/年度国策/崇祯11年春至冬《举国兴商兴工兴农与军政改制一年总方针目标》.md,崇祯11年春至冬《举国兴商兴工兴农与军政改制一年总方针目标》.md,.md,26320,4ac7a3c9783ab11f5f4068023e672352c57e8c6a7f5a7beffc2c23ebe321f63a,2026-07-31T06:35:34-07:00,2026-07-31T06:35:34-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/制度国策/崇祯11年春至冬《举国兴商兴工兴农与军政改制一年总方针目标》.md,0.93,
大明档案/年度国策/崇祯11年春至冬《季度收益型举国兴业军政改制总计划》.md,崇祯11年春至冬《季度收益型举国兴业军政改制总计划》.md,.md,9680,3cf9f502741725481898acc1aa62441216f0ac11baa0f58f7537a094a14c8f5f,2026-07-31T07:23:26-07:00,2026-07-31T07:23:26-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/制度国策/崇祯11年春至冬《季度收益型举国兴业军政改制总计划》.md,0.93,
大明档案/年度国策/崇祯十一年秋国策路线复核.md,崇祯十一年秋国策路线复核.md,.md,2498,5172225ffbb3b13ec26c6d0f16bb976872e6a77b79a82945101b4f88457058a7,2026-07-31T22:30:28-07:00,2026-07-31T22:30:28-07:00,崇祯11年,秋,跨季度长期制度/名册/数据库,历史状态,是,是（1）,否,否,02_长期档案/制度国策/崇祯十一年秋国策路线复核.md,0.93,仓库基线权威入口；其时间指针与玩家确认的12年春冲突；引用示例: data/archive_manifest.json
大明档案/战争记录/崇祯10年夏辽阳夜袭东江恢复与四路靖乱记录.md,崇祯10年夏辽阳夜袭东江恢复与四路靖乱记录.md,.md,2579,b166d25ffdd3d1cc1231f0a73c6ce9b4708c84b952ce5fe56b295624d95eef70,2026-07-31T02:51:24-07:00,2026-07-31T02:51:24-07:00,崇祯10年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯10年夏辽阳夜袭东江恢复与四路靖乱记录.md,0.93,
大明档案/战争记录/崇祯10年春丁丑下城皮岛之战与四路靖乱记录.md,崇祯10年春丁丑下城皮岛之战与四路靖乱记录.md,.md,2593,005b3a3925cc75bc020d4f6a42d8bb277184a99750ef25758af7a14041282640,2026-07-31T02:11:14-07:00,2026-07-31T02:11:14-07:00,崇祯10年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯10年春丁丑下城皮岛之战与四路靖乱记录.md,0.93,
大明档案/战争记录/崇祯10年秋铁岭鞍山夜袭记录.md,崇祯10年秋铁岭鞍山夜袭记录.md,.md,792,3c7fa121e1fc6f5972e9debdc273cd33cb52db1d3e7d7b1f0f5958ab964c5e5d,2026-07-31T04:46:36-07:00,2026-07-31T04:46:36-07:00,崇祯10年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯10年秋铁岭鞍山夜袭记录.md,0.93,
大明档案/战争记录/崇祯11年夏辽东三路奇袭与三军整训记录.md,崇祯11年夏辽东三路奇袭与三军整训记录.md,.md,2341,c38aa85e06f2bd25ee97703d7a03b26f8e4ff6aad40897bc32cc54caa50362a9,2026-07-31T12:30:38-07:00,2026-07-31T12:30:38-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯11年夏辽东三路奇袭与三军整训记录.md,0.93,
大明档案/战争记录/崇祯11年春辽东两路春袭记录.md,崇祯11年春辽东两路春袭记录.md,.md,2315,7ecfc3292eb4b6983df7847c2ac0ad1bf58ad85e481e41bd10e2efca46238fd4,2026-07-31T08:51:11-07:00,2026-07-31T08:51:11-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯11年春辽东两路春袭记录.md,0.93,
大明档案/战争记录/崇祯9年冬援朝固藩与陕西结案记录.md,崇祯9年冬援朝固藩与陕西结案记录.md,.md,1082,5d2f6596053d45953899a1a1fb0886d4f8f4125fc73d7ca58acf30ee13be7d60,2026-07-31T01:05:06-07:00,2026-07-31T01:05:06-07:00,崇祯9年,冬,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯9年冬援朝固藩与陕西结案记录.md,0.93,
大明档案/战争记录/崇祯9年夏陕西决战与北疆临战记录.md,崇祯9年夏陕西决战与北疆临战记录.md,.md,1647,948c21a8fcb8fb4adcfbd224b286794de333064cb60bab462be421e26ee35b8b,2026-07-30T22:45:38-07:00,2026-07-30T22:45:38-07:00,崇祯9年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/军队军械/崇祯9年夏陕西决战与北疆临战记录.md,0.93,
大明档案/战争记录/战争记录.md,战争记录.md,.md,68145,6e78c5365434153a76e199cde6d95728ff070ac1e2da5dc0f1b52c99e4fc8163,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯1年,春,跨季度长期制度/名册/数据库,历史状态,否,是（1）,否,是：大明档案/皇帝日志/季度记录.md | 大明档案/财政报告/财政报告.md,02_长期档案/军队军械/战争记录.md,0.93,近似重复: 大明档案/皇帝日志/季度记录.md | 大明档案/财政报告/财政报告.md；引用示例: skills/writeimperial/references/archive_map.md
大明档案/战略方略/README.md,README.md,.md,2594,9ad30752e333d6992b6ced52084c7a687a8e69443c089f213fa0e4dd755b198a,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯2年,春,御前密谈/思考过程,待执行计划,否,是（4）,否,否,01_季度回合/崇祯2年/春/御前密谈原文/README.md,0.89,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/战略方略/《考成养廉五年纲要》1.md,《考成养廉五年纲要》1.md,.md,5703,94cc3791cccc2d6804cb47ea7ab38b8ca0400c71feb2e7df7887b7bd7faeba3e,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,秋,御前密谈/思考过程,待执行计划,否,是（1）,否,否,01_季度回合/崇祯5年/秋/御前密谈原文/《考成养廉五年纲要》1.md,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/《铨选考成养廉合一章程》.md,《铨选考成养廉合一章程》.md,.md,7235,f69a0d3e030df7de48e2f0f5b24835622d0d5cfda134b0c14d8a9eef367ae409,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,冬,御前密谈/思考过程,待执行计划,否,是（1）,否,否,01_季度回合/崇祯5年/冬/御前密谈原文/《铨选考成养廉合一章程》.md,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/东江镇制辽五策方略.md,东江镇制辽五策方略.md,.md,3190,6c9785b71dddb35101cecf936545d59998d846e6ab9de02f0bc6de88bac0809a,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,春,御前密谈/思考过程,待执行计划,否,是（2）,否,否,01_季度回合/崇祯2年/春/御前密谈原文/东江镇制辽五策方略.md,0.89,引用示例: 大明档案/战略方略/README.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/战略方略/京西超级兵工器械厂规划方案.md,京西超级兵工器械厂规划方案.md,.md,6360,23d39c159abee60e1034e489bd40aeeaf4c54597bb67cab258fb4d679df9e773,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,,,御前密谈/思考过程,待执行计划,否,是（1）,否,否,02_长期档案/制度国策/京西超级兵工器械厂规划方案.md,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/六耳军训练方针！.md,六耳军训练方针！.md,.md,13025,7e2f7781f48831dbc8aa68f1738c63a0602c9bcedc71f51f4f06cdf15b375c78,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,春,御前密谈/思考过程,待执行计划,否,是（7）,否,否,01_季度回合/崇祯7年/春/御前密谈原文/六耳军训练方针！.md,0.89,引用示例: data/intelligence.json | data/strategy.json | uploads/index.json
大明档案/战略方略/崇祯九年春六耳巡核与锦衣密侦双层情报国策.md,崇祯九年春六耳巡核与锦衣密侦双层情报国策.md,.md,13765,ca3a3c4c498d6029622be09a9085a09799dac60906f3081f4d9cc1c0fd355087,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,御前密谈/思考过程,待执行计划,否,是（6）,否,否,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年春六耳巡核与锦衣密侦双层情报国策.md,0.89,引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md,崇祯九年春崇祯九年至十一年三年十二季度总计划.md,.md,28439,725de55fb0205e068ac7f91fbb5529fb320f4069456ab6cf00404d4bd9dca310,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,御前密谈/思考过程,待执行计划,否,是（6）,否,是：大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年春崇祯九年至十一年三年十二季度总计划.md,0.89,近似重复: 大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md；引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/战略方略/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md,崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md,.md,13961,0ce6f04b28c2408dbc59814c95bc969950db66d43598800a03b4246e8872b2a2,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,夏,御前密谈/思考过程,待执行计划,否,是（2）,否,否,01_季度回合/崇祯2年/夏/御前密谈原文/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md,0.89,引用示例: 大明档案/战略方略/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md,崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md,.md,11326,a072e5d950db27630ae0689b81c4457a0cb3126fbec92553f1c502b2065f50d2,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,春,御前密谈/思考过程,待执行计划,否,是（1）,否,否,01_季度回合/崇祯2年/春/御前密谈原文/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/崇祯五年春开局核心思路.md,崇祯五年春开局核心思路.md,.md,5645,b966dded121e33de954fbdadb619d4c5a3407b2c4ef0e8225aee9ab0ee770dbb,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,春,御前密谈/思考过程,待执行计划,否,是（3）,否,否,01_季度回合/崇祯5年/春/御前密谈原文/崇祯五年春开局核心思路.md,0.89,引用示例: uploads/index.json | 大明档案/战略方略/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/战略方略/崇祯四年冬辽西坚壁清野以空间换时间军政方案.md,崇祯四年冬辽西坚壁清野以空间换时间军政方案.md,.md,9516,d4c96fa91c21664aa2c9b4043c281f9ce6020d76049d74ae958e9e055bdded5d,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,冬,御前密谈/思考过程,待执行计划,否,是（3）,否,否,01_季度回合/崇祯4年/冬/御前密谈原文/崇祯四年冬辽西坚壁清野以空间换时间军政方案.md,0.89,引用示例: uploads/index.json | 大明档案/战略方略/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/天启年/你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md,你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md,.md,5664,8a5f74129dbb4891ffd9876ed152ac102fc38066f9c1f8299bdf8b072b29498f,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,天启7年,秋,御前密谈/思考过程,原始资料,否,否,否,否,99_待整理/大明档案/朝政纪要/天启年/你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md,0.70,内容为AI角色提示词，误置于朝政纪要；季度与正式性无法确认
大明档案/朝政纪要/天启年/天启7年秋诏书.md,天启7年秋诏书.md,.md,14597,757409ca0a561f57a1947fd67cc62bcfd983f285c5e0457466d276aa5b2ebe27,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,天启7年,秋,正式提交诏书,无法确认是否正式提交,否,是（3）,是：uploads/20260729/5c87a2313e6b42a19bd09f180b0933e6_天启7年秋诏书.md,否,99_待整理/大明档案/朝政纪要/天启年/天启7年秋诏书.md,0.78,内容为诏书但位于朝政纪要，且与uploads原文件完全重复；需玩家确认是否实际提交；完全重复: uploads/20260729/5c87a2313e6b42a19bd09f180b0933e6_天启7年秋诏书.md；引用示例: uploads/index.json | 大明档案/朝政纪要/天启年/你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/天启年/天启七年·天下大势.md,天启七年·天下大势.md,.md,4222,50c2b8ec1f6ffdff3860140160ff0252328467ae1797642817c75cc254be45d6,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,天启7年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,是（2）,是：uploads/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md,否,01_季度回合/天启7年/秋/朝政纪要原文/天启七年·天下大势.md,0.97,完全重复: uploads/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md；引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/天启年/天启七年冬季朝政纪要.md,天启七年冬季朝政纪要.md,.md,17362,d1b3225816f4d111605b36f86633e406539917715e01a6660e2273dfb8b04c40,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,天启7年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,是（2）,是：uploads/20260729/163e2c52855f4dc9a173bd7e0f4d7143_天启七年冬季朝政纪要.md,否,01_季度回合/天启7年/冬/朝政纪要原文/天启七年冬季朝政纪要.md,0.97,完全重复: uploads/20260729/163e2c52855f4dc9a173bd7e0f4d7143_天启七年冬季朝政纪要.md；引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯七年/崇祯七年冬季朝政纪要——宣大犒军固边墙，陕疫蔓延剿寇艰.md,崇祯七年冬季朝政纪要——宣大犒军固边墙，陕疫蔓延剿寇艰.md,.md,13837,904c9ee3ae08518bcb01c15299803ee1ff83f991034696552d78d26fe69a64ba,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,是（1）,否,否,01_季度回合/崇祯7年/冬/朝政纪要原文/崇祯七年冬季朝政纪要——宣大犒军固边墙，陕疫蔓延剿寇艰.md,0.97,引用示例: data/intelligence.json
大明档案/朝政纪要/崇祯七年/崇祯七年夏季朝政纪要——剿抚初成火器兴，鼠疫西去六耳生.md,崇祯七年夏季朝政纪要——剿抚初成火器兴，鼠疫西去六耳生.md,.md,17915,fe325a3527a7c5759c1b3a7a4e67f0ff05206e02aa499f34533115ca2a6ed272,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯7年/夏/朝政纪要原文/崇祯七年夏季朝政纪要——剿抚初成火器兴，鼠疫西去六耳生.md,0.97,
大明档案/朝政纪要/崇祯七年/崇祯七年春季朝政纪要.md,崇祯七年春季朝政纪要.md,.md,19108,fc104075199358bc83761a00a3311572fc7d217b0857345dd776323702128759,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,春,游戏AI推演结果/朝政纪要,已执行结果,否,是（7）,否,否,01_季度回合/崇祯7年/春/朝政纪要原文/崇祯七年春季朝政纪要.md,0.97,引用示例: data/history_records.json | data/intelligence.json | 大明档案/国家态势/崇祯7年春国家态势复盘.md
大明档案/朝政纪要/崇祯七年/崇祯七年秋季朝政纪要——秋防御寇边城固，剿抚扩军火器兴.md,崇祯七年秋季朝政纪要——秋防御寇边城固，剿抚扩军火器兴.md,.md,13116,1adab6382cc24680d4490e4b6d5d97eccf3ee1a638f6bfe46ef16ac1445e2e2a,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,是（4）,否,否,01_季度回合/崇祯7年/秋/朝政纪要原文/崇祯七年秋季朝政纪要——秋防御寇边城固，剿抚扩军火器兴.md,0.97,引用示例: data/history_records.json | 大明档案/战争记录/战争记录.md | 大明档案/皇帝日志/季度记录.md
大明档案/朝政纪要/崇祯三年/崇祯三年冬季朝政纪要.md,崇祯三年冬季朝政纪要.md,.md,22896,970181ca1fc20cb28e562557655d95d13c3dae38d41ca21e62968cde0d46ddb1,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯3年/冬/朝政纪要原文/崇祯三年冬季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯三年/崇祯三年夏季朝政纪要.md,崇祯三年夏季朝政纪要.md,.md,15649,470530fb18ca24f11279905eb7eac8ad75a8c99ee2f101bc4760c546bcaa3164,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯3年/夏/朝政纪要原文/崇祯三年夏季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯三年/崇祯三年秋季朝政纪要.md,崇祯三年秋季朝政纪要.md,.md,18017,0594e1649180a24533dbeafa7557024add41431e6bd2f4e4539cd06847a4465c,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯3年/秋/朝政纪要原文/崇祯三年秋季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯九年/崇祯九年冬季朝政纪要——五股全销民变息，援朝固藩海路通.md,崇祯九年冬季朝政纪要——五股全销民变息，援朝固藩海路通.md,.md,13781,55a97288292f7247f545c39693f851efe95d54b4f41b27dc4360989e1b935f9c,2026-07-31T01:00:38-07:00,2026-07-31T01:00:38-07:00,崇祯9年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,是（2）,否,否,01_季度回合/崇祯9年/冬/朝政纪要原文/崇祯九年冬季朝政纪要——五股全销民变息，援朝固藩海路通.md,0.97,引用示例: data/history/CZ9-WINTER-EXEC-1.json | data/strategy/崇祯9年冬财政杂支与全国民心执行考成.json
